transaction_id,date,customer_id,amount,category,payment_method,description,fraud_risk
TX00612,2025-03-29,CUST0248,0.83,Education,Wallet,Acquired fish tank supplies.,1
TX00613,2025-01-02,CUST0058,320.5,Food,Wallet,Paid for a locksmith service.,1
TX00614,2025-03-29,CUST0069,154.62,Clothing,Debit,Paid for professional photography for products.,0
TX00615,2025-01-18,CUST0293,146.8,Entertainment,Wallet,Paid for a guided tour.,0
TX00616,2025-03-24,CUST0168,83.24,Electronics,Wallet,Design software monthly license.,0
TX00617,2025-02-23,CUST0243,108.72,Entertainment,Wallet,Purchased fuel cards for company cars.,0
TX00618,2025-02-09,CUST0106,57.26,Utilities,Bank Transfer,Paid for taxi ride to airport.,0
TX00619,2025-02-11,CUST0145,44.14,Entertainment,Wallet,Acquired new camping equipment.,0
TX00620,2025-04-01,CUST0146,85.4,Education,Bank Transfer,Paid for janitorial services.,0
TX00621,2025-03-28,CUST0244,68.21,Education,Card,Stock photo service subscription.,0
TX00622,2025-02-15,CUST0043,88.28,Electronics,Debit,Paid for premium Spotify subscription.,0
TX00623,2025-03-21,CUST0268,207.5,Travel,Card,Received insurance payout for claim.,0
TX00624,2025-01-20,CUST0024,32.57,Travel,Bank Transfer,Received a gift transfer.,1
TX00625,2025-02-22,CUST0264,246.6,Clothing,Card,Automatic payment for rent processed today.,0
TX00626,2025-01-17,CUST0295,12.09,Education,Wallet,Paid for a haircut and styling.,0
TX00627,2025-02-04,CUST0142,168.46,Education,Wallet,Payment for a photography shoot.,0
TX00628,2025-02-16,CUST0036,62.25,Education,Debit,Paid for catering for staff meeting.,0
TX00629,2025-03-23,CUST0018,127.49,Electronics,Wallet,Bought a coffee maker.,0
TX00630,2025-01-29,CUST0192,157.6,Travel,Bank Transfer,Replaced worn-out tires for car.,0
TX00631,2025-02-11,CUST0066,3.63,Education,Bank Transfer,Paid for a chiropractor appointment.,0
TX00632,2025-02-26,CUST0222,39.73,Food,Bank Transfer,Received an investment return on portfolio.,0
TX00633,2025-03-25,CUST0270,245.44,Entertainment,Bank Transfer,Paid for website maintenance service.,0
TX00634,2025-01-30,CUST0263,99.81,Clothing,Wallet,Child support payment processed.,0
TX00635,2025-01-05,CUST0276,96.07,Education,Bank Transfer,Sponsored a local community event.,0
TX00636,2025-03-21,CUST0046,251.32,Utilities,Wallet,Purchased tickets for a concert.,0
TX00637,2025-03-06,CUST0131,90.2,Travel,Debit,Business insurance premium payment.,1
TX00638,2025-01-21,CUST0070,51.63,Clothing,Bank Transfer,Paid for a cooking class.,0
TX00639,2025-01-05,CUST0181,5.31,Entertainment,Bank Transfer,Purchased a travel backpack.,0
TX00640,2025-02-17,CUST0299,37.3,Education,Wallet,Email marketing service payment.,0
TX00641,2025-03-01,CUST0019,48.7,Clothing,Debit,Made a down payment for property.,0
TX00642,2025-02-14,CUST0248,36.47,Entertainment,Card,Sold a digital template.,1
TX00643,2025-01-15,CUST0222,7.35,Utilities,Wallet,Paid a balance transfer fee.,0
TX00644,2025-03-21,CUST0012,228.75,Utilities,Card,Enterprise resource planning system bill.,0
TX00645,2025-01-09,CUST0300,252.88,Electronics,Bank Transfer,Credit card cash advance.,0
TX00646,2025-03-06,CUST0208,4.29,Utilities,Card,Paid for a corporate event.,0
TX00647,2025-02-21,CUST0102,8.49,Entertainment,Debit,Purchased a bath mat.,0
TX00648,2025-03-07,CUST0290,129.85,Utilities,Debit,Paid a returned check fee.,0
TX00649,2025-02-19,CUST0093,170.38,Entertainment,Card,Automatic payment for rent processed today.,0
TX00650,2025-01-08,CUST0257,3.68,Travel,Wallet,Paid for a fitness app membership.,0
TX00651,2025-01-30,CUST0141,98.47,Utilities,Card,Paid for a digital art commission.,0
TX00652,2025-01-29,CUST0149,10.19,Utilities,Debit,Employee benefits package payment.,0
TX00653,2025-03-05,CUST0156,87.85,Travel,Bank Transfer,Tutoring session fee paid.,0
TX00654,2025-01-27,CUST0098,53.08,Entertainment,Bank Transfer,Received a grant funding for scientific research.,0
TX00655,2025-03-14,CUST0057,336.38,Food,Debit,Ordered custom cake for birthday.,1
TX00656,2025-03-15,CUST0234,10.52,Food,Debit,Client paid for business coaching.,0
TX00657,2025-01-17,CUST0275,102.28,Entertainment,Wallet,Office rent payment processed.,0
TX00658,2025-02-24,CUST0013,261.54,Entertainment,Debit,Payment for a music performance.,0
TX00659,2025-03-28,CUST0142,84.02,Electronics,Debit,Paid for a security system installation.,0
TX00660,2025-03-05,CUST0188,93.9,Education,Card,Purchased a lunchbox.,0
TX00661,2025-03-18,CUST0092,66.86,Utilities,Card,Payroll processing fee.,0
TX00662,2025-01-16,CUST0128,17.16,Travel,Card,Gym membership auto-drafted for the month.,0
TX00663,2025-01-24,CUST0190,90.84,Clothing,Card,Sewer bill paid monthly.,0
TX00664,2025-01-02,CUST0295,353.88,Food,Wallet,Paid for a wire transfer.,1
TX00665,2025-02-16,CUST0297,356.67,Electronics,Wallet,Received money from a friend.,1
TX00666,2025-03-20,CUST0219,149.36,Electronics,Bank Transfer,Paid for a data analytics platform.,1
TX00667,2025-01-22,CUST0081,6.68,Clothing,Debit,Life insurance policy payment.,0
TX00668,2025-02-12,CUST0125,2.84,Education,Card,Bought new curtains for living room.,0
TX00669,2025-03-27,CUST0073,170.58,Utilities,Card,Network maintenance fee.,0
TX00670,2025-03-15,CUST0100,75.31,Education,Card,Paid for cloud hosting services.,0
TX00671,2025-01-21,CUST0066,140.33,Utilities,Wallet,Life insurance policy payment.,0
TX00672,2025-03-25,CUST0063,133.32,Utilities,Bank Transfer,Income from renting out equipment.,0
TX00673,2025-02-20,CUST0295,79.75,Entertainment,Debit,Paid for a business credit report.,0
TX00674,2025-02-04,CUST0007,144.12,Electronics,Debit,Sold a handmade gift.,0
TX00675,2025-03-25,CUST0128,43.56,Clothing,Bank Transfer,Paid for a notary public service.,0
TX00676,2025-03-11,CUST0098,50.74,Electronics,Debit,Received money from a friend.,0
TX00677,2025-01-02,CUST0020,169.26,Electronics,Bank Transfer,Deposited cash from a sale.,0
TX00678,2025-03-14,CUST0214,3.38,Education,Wallet,Transferred funds between accounts.,0
TX00679,2025-01-31,CUST0043,188.62,Food,Bank Transfer,Paid for a fitness app membership.,0
TX00680,2025-03-12,CUST0088,116.47,Utilities,Bank Transfer,Paid for cloud hosting services.,0
TX00681,2025-03-16,CUST0046,31.62,Food,Bank Transfer,Income from renting out equipment.,0
TX00682,2025-02-28,CUST0107,64.97,Education,Card,Paid for a podcast premium feed.,0
TX00683,2025-03-14,CUST0037,119.59,Food,Debit,Electrical inspection fee.,0
TX00684,2025-01-16,CUST0036,68.38,Utilities,Bank Transfer,Paid for vehicle maintenance and repairs.,0
TX00685,2025-01-02,CUST0221,19.94,Entertainment,Card,Received revenue from a crowdfunding project.,0
TX00686,2025-02-15,CUST0123,18.73,Food,Debit,Transferred money to savings account.,0
TX00687,2025-01-28,CUST0097,100.26,Clothing,Card,Purchased an audiobook.,0
TX00688,2025-01-30,CUST0032,7.44,Travel,Wallet,Content creation tool subscription.,0
TX00689,2025-02-06,CUST0274,18.91,Electronics,Wallet,Received a grant for academic research.,0
TX00690,2025-01-23,CUST0014,142.34,Utilities,Bank Transfer,Made an extra principal payment.,0
TX00691,2025-01-09,CUST0183,76.36,Clothing,Bank Transfer,Paid for cloud server usage.,0
TX00692,2025-02-10,CUST0295,149.54,Travel,Card,Transferred money for tuition.,0
TX00693,2025-01-04,CUST0256,29.51,Utilities,Wallet,Paid for a guided tour.,0
TX00694,2025-02-15,CUST0184,48.76,Electronics,Bank Transfer,Homeowners insurance premium due.,0
TX00695,2025-02-23,CUST0190,20.01,Utilities,Bank Transfer,Electrical inspection fee.,0
TX00696,2025-03-20,CUST0270,20.9,Entertainment,Debit,SEO audit software subscription.,0
TX00697,2025-01-18,CUST0068,170.04,Food,Wallet,Made an equity investment.,0
TX00698,2025-03-11,CUST0110,61.54,Travel,Wallet,Purchased tickets for a concert.,0
TX00699,2025-02-07,CUST0099,120.07,Food,Wallet,Sold a software license.,0
TX00700,2025-03-20,CUST0279,30.89,Travel,Card,Paid employee salaries for the month.,0
TX00701,2025-03-12,CUST0190,87.64,Utilities,Bank Transfer,Subscribed to a business news service.,1
TX00702,2025-01-24,CUST0293,39.62,Entertainment,Wallet,Acquired a power bank.,0
TX00703,2025-01-04,CUST0010,152.16,Clothing,Bank Transfer,Sold used electronics online.,0
TX00704,2025-02-14,CUST0139,247.63,Education,Card,Ordered flowers for delivery.,0
TX00705,2025-03-11,CUST0139,192.04,Food,Card,Vet visit for pet's annual check-up.,0
TX00706,2025-03-17,CUST0286,11.15,Education,Bank Transfer,Income from selling unused books.,0
TX00707,2025-02-26,CUST0197,110.99,Electronics,Card,Team communication app subscription.,0
TX00708,2025-02-21,CUST0009,117.43,Clothing,Bank Transfer,Subscribed to a lead generation tool.,0
TX00709,2025-02-20,CUST0141,237.7,Entertainment,Debit,Paid for a digital art commission.,0
TX00710,2025-03-04,CUST0190,246.63,Travel,Card,Payment for a catering event.,0
TX00711,2025-03-10,CUST0004,41.8,Electronics,Wallet,Paid for freight shipping.,0
TX00712,2025-03-31,CUST0059,23.2,Clothing,Debit,Business intelligence software subscription.,0
TX00713,2025-01-08,CUST0224,22.53,Education,Wallet,Dry cleaning services rendered.,0
TX00714,2025-03-29,CUST0176,54.14,Utilities,Wallet,Bought kitchen utensils.,0
TX00715,2025-03-19,CUST0085,164.23,Utilities,Bank Transfer,Rolled over funds to retirement account.,0
TX00716,2025-04-01,CUST0053,29.9,Food,Wallet,Received an investment return on portfolio.,0
TX00717,2025-01-01,CUST0084,1.51,Clothing,Card,Water bill paid for the month.,0
TX00718,2025-01-06,CUST0049,96.72,Electronics,Debit,Income from renting out equipment.,0
TX00719,2025-02-05,CUST0137,82.43,Travel,Wallet,Ordered kitchen appliances for home renovation.,0
TX00720,2025-03-03,CUST0024,79.64,Utilities,Card,Paid for a chiropractor appointment.,0
TX00721,2025-02-19,CUST0162,17.87,Food,Card,Income from a local market stall.,0
TX00722,2025-01-30,CUST0282,244.36,Clothing,Card,Purchased domain name for new website.,0
TX00723,2025-01-23,CUST0157,15.52,Electronics,Card,Paid for freight shipping.,0
TX00724,2025-02-25,CUST0062,58.8,Electronics,Bank Transfer,Purchased cryptocurrency through exchange.,0
TX00725,2025-01-16,CUST0226,172.38,Travel,Debit,Acquired a smart home device.,0
TX00726,2025-02-25,CUST0269,121.4,Entertainment,Wallet,Received a royalty payment.,0
TX00727,2025-03-09,CUST0227,43.64,Utilities,Wallet,Made a down payment for property.,0
TX00728,2025-01-17,CUST0036,357.42,Education,Debit,Received an expense reimbursement from employer.,1
TX00729,2025-02-18,CUST0036,108.44,Education,Bank Transfer,Paid an annual credit card fee.,0
TX00730,2025-02-27,CUST0173,14.98,Clothing,Debit,Paid for a car wash service.,0
TX00731,2025-03-01,CUST0085,172.54,Electronics,Wallet,Deposited a money order.,1
TX00732,2025-01-26,CUST0300,63.74,Entertainment,Wallet,Ordered custom prints online.,0
TX00733,2025-02-24,CUST0266,49.76,Utilities,Debit,Setup a recurring bill payment.,0
TX00734,2025-01-30,CUST0060,96.71,Utilities,Card,Paid for office security cameras.,0
TX00735,2025-03-18,CUST0184,21.03,Travel,Card,Website builder subscription.,0
TX00736,2025-03-02,CUST0068,7.1,Entertainment,Wallet,Ordered custom prints online.,0
TX00737,2025-02-07,CUST0144,103.56,Utilities,Wallet,Bought branded stationery.,0
TX00738,2025-02-23,CUST0247,142.05,Electronics,Bank Transfer,Childcare services for the month.,0
TX00739,2025-01-25,CUST0199,38.34,Food,Wallet,Acquired a set of towels.,0
TX00740,2025-01-03,CUST0148,219.98,Clothing,Wallet,Paid for professional photography for products.,0
TX00741,2025-03-15,CUST0036,11.14,Food,Card,Paid off car loan installment.,0
TX00742,2025-01-15,CUST0300,10.64,Utilities,Wallet,Sold a piece of furniture.,0
TX00743,2025-02-15,CUST0268,15.57,Utilities,Debit,HVAC system service bill.,0
TX00744,2025-02-03,CUST0114,199.03,Clothing,Wallet,Deposited a security deposit for apartment rental.,0
TX00745,2025-03-26,CUST0062,105.64,Food,Debit,E-commerce platform monthly fee.,0
TX00746,2025-03-12,CUST0136,74.08,Utilities,Debit,Pet insurance monthly payment.,0
TX00747,2025-01-11,CUST0222,181.51,Utilities,Wallet,Payment for a design project.,0
TX00748,2025-03-04,CUST0010,522.63,Food,Debit,Received payment for a voiceover job.,1
TX00749,2025-01-26,CUST0154,155.51,Travel,Wallet,Ordered take-out pizza for dinner.,0
TX00750,2025-02-02,CUST0136,67.76,Travel,Bank Transfer,Home security monitoring subscription.,0
TX00751,2025-03-16,CUST0080,501.1,Food,Debit,Received a tax credit.,1
TX00752,2025-02-27,CUST0035,21.01,Electronics,Debit,Paid for a data analytics platform.,0
TX00753,2025-01-18,CUST0119,90.87,Electronics,Bank Transfer,Paid for online advertising credits.,0
TX00754,2025-03-30,CUST0041,71.68,Utilities,Bank Transfer,Customer support software subscription.,0
TX00755,2025-04-01,CUST0210,41.9,Clothing,Debit,Ordered laundry detergent.,0
TX00756,2025-03-02,CUST0131,15.96,Travel,Wallet,New headphones bought from electronics store.,0
TX00757,2025-02-05,CUST0060,103.35,Clothing,Wallet,Paid for garbage collection.,0
TX00758,2025-01-17,CUST0136,17.93,Education,Debit,Bought a gift for a friend's birthday.,0
TX00759,2025-01-31,CUST0259,313.03,Clothing,Debit,Received a referral bonus from new client.,1
TX00760,2025-03-17,CUST0147,55.32,Food,Debit,Purchased software for project management.,1
TX00761,2025-02-28,CUST0055,7.72,Utilities,Debit,Project management tool subscription.,0
TX00762,2025-03-27,CUST0123,51.18,Food,Card,Language learning app subscription.,1
TX00763,2025-02-08,CUST0076,65.76,Education,Debit,Income from delivering food.,0
TX00764,2025-03-13,CUST0167,81.36,Electronics,Card,Paid a returned check fee.,0
TX00765,2025-02-05,CUST0278,69.6,Clothing,Card,Window cleaning service invoice.,0
TX00766,2025-02-24,CUST0082,2.57,Food,Wallet,Ordered a new mattress online.,0
TX00767,2025-03-20,CUST0214,16.81,Food,Wallet,Purchased concert tickets online.,0
TX00768,2025-01-07,CUST0229,9.12,Utilities,Debit,Company vehicle fuel expenses.,0
TX00769,2025-03-15,CUST0044,156.03,Utilities,Debit,Car rental club subscription.,0
TX00770,2025-03-21,CUST0083,8.41,Electronics,Card,Paid for passport photo service.,0
TX00771,2025-01-14,CUST0146,201.24,Clothing,Wallet,Received payment for a voiceover job.,0
TX00772,2025-01-02,CUST0266,19.07,Entertainment,Bank Transfer,Bought household cleaning supplies.,0
TX00773,2025-01-21,CUST0186,73.34,Utilities,Card,Paid for a cooking class.,0
TX00774,2025-01-31,CUST0082,44.46,Clothing,Card,Picked up pet supplies at the local store.,0
TX00775,2025-01-09,CUST0021,54.49,Entertainment,Card,Purchased gardening tools for the backyard.,0
TX00776,2025-02-13,CUST0184,43.94,Utilities,Debit,Payment for a landscaping job.,0
TX00777,2025-01-13,CUST0068,58.03,Electronics,Wallet,Paid a balance transfer fee.,0
TX00778,2025-03-24,CUST0200,299.54,Electronics,Bank Transfer,Picked up snacks and drinks.,1
TX00779,2025-03-27,CUST0281,42.5,Utilities,Card,Purchased a board game.,0
TX00780,2025-02-13,CUST0208,222.42,Food,Card,Paid for a massage therapy session.,0
TX00781,2025-03-26,CUST0265,102.25,Entertainment,Card,Income from selling digital products.,0
TX00782,2025-02-20,CUST0257,18.27,Food,Card,Software-as-a-service (SaaS) subscription.,0
TX00783,2025-03-17,CUST0041,182.25,Education,Bank Transfer,Paid for business software license renewal.,0
TX00784,2025-02-05,CUST0141,12.72,Utilities,Card,Ordered flowers for delivery.,0
TX00785,2025-02-27,CUST0206,138.06,Travel,Wallet,Hair removal service paid.,0
TX00786,2025-02-21,CUST0245,453.33,Food,Debit,Paid for accounting software.,1
TX00787,2025-03-11,CUST0240,238.91,Food,Bank Transfer,Email marketing service payment.,0
TX00788,2025-03-07,CUST0267,127.42,Electronics,Bank Transfer,Purchased fuel cards for company cars.,0
TX00789,2025-02-08,CUST0004,166.48,Entertainment,Wallet,Invoice paid for marketing campaign.,0
TX00790,2025-03-12,CUST0175,209.48,Entertainment,Card,Paid for a data analytics platform.,1
TX00791,2025-01-07,CUST0193,75.84,Electronics,Wallet,Paid an overdraft fee.,1
TX00792,2025-03-29,CUST0030,150.46,Food,Card,Deposited cash from side job.,1
TX00793,2025-01-30,CUST0196,51.57,Clothing,Bank Transfer,Received a grant payment.,0
TX00794,2025-01-31,CUST0202,66.73,Electronics,Debit,Business loan installment paid.,0
TX00795,2025-02-24,CUST0073,45.98,Travel,Card,Acquired fish tank supplies.,0
TX00796,2025-01-27,CUST0166,10.64,Travel,Debit,Payment for a translation service.,0
TX00797,2025-03-02,CUST0087,5.19,Electronics,Card,Paid for internet service at office.,0
TX00798,2025-01-24,CUST0092,88.58,Electronics,Wallet,Purchased a streaming movie.,0
TX00799,2025-03-17,CUST0241,203.14,Travel,Card,Transferred money for tuition.,0
TX00800,2025-01-12,CUST0254,117.31,Electronics,Card,Bought weekly groceries at local supermarket.,0
TX00801,2025-01-04,CUST0043,113.54,Entertainment,Card,Customer relationship management software payment.,0
TX00802,2025-03-23,CUST0069,31.29,Entertainment,Card,Received income from a blog advertisement.,0
TX00803,2025-02-21,CUST0186,276.62,Education,Card,Purchased new winter coat from online retailer.,0
TX00804,2025-02-25,CUST0284,22.75,Clothing,Bank Transfer,Paid for accounting software.,0
TX00805,2025-01-25,CUST0079,45.7,Travel,Bank Transfer,Landscaping maintenance invoice.,0
TX00806,2025-01-25,CUST0235,12.06,Travel,Wallet,Deposited a vendor payment.,0
TX00807,2025-02-22,CUST0033,54.16,Education,Debit,Paid for a search engine optimization tool.,0
TX00808,2025-01-21,CUST0007,61.27,Education,Debit,SEO audit software subscription.,0
TX00809,2025-02-23,CUST0014,185.15,Clothing,Wallet,Received payment for consulting services.,0
TX00810,2025-02-17,CUST0283,100.72,Utilities,Bank Transfer,Paid a parking fine.,0
TX00811,2025-03-17,CUST0011,257.05,Electronics,Bank Transfer,Payment for virtual assistance.,1
TX00812,2025-02-19,CUST0131,52.01,Entertainment,Card,Income from renting out equipment.,0
TX00813,2025-03-07,CUST0031,363.35,Electronics,Bank Transfer,Paid for company vehicle fuel.,1
TX00814,2025-03-14,CUST0083,281.08,Clothing,Bank Transfer,Garden maintenance payment processed.,0
TX00815,2025-03-25,CUST0211,30.29,Travel,Bank Transfer,Home mortgage payment submitted.,0
TX00816,2025-01-29,CUST0215,38.86,Education,Card,Customer support software subscription.,0
TX00817,2025-03-01,CUST0235,20.12,Utilities,Wallet,Received a rebate payment for recent purchase.,0
TX00818,2025-01-12,CUST0061,81.52,Utilities,Debit,Stock purchase executed on market.,0
TX00819,2025-02-20,CUST0007,129.64,Utilities,Debit,Sold handmade soap at local market.,0
TX00820,2025-01-04,CUST0160,49.35,Food,Bank Transfer,Bought a coffee maker.,0
TX00821,2025-03-27,CUST0082,163.15,Utilities,Wallet,Paid for a social media scheduling tool.,0
TX00822,2025-01-18,CUST0249,16.1,Education,Bank Transfer,Paid employee salaries for the month.,0
TX00823,2025-03-06,CUST0095,181.54,Entertainment,Debit,Paid for a keyword research tool.,0
TX00824,2025-03-23,CUST0253,162.68,Travel,Bank Transfer,Ordered kitchen appliances for home renovation.,0
TX00825,2025-01-21,CUST0240,116.06,Entertainment,Wallet,Online learning platform subscription.,0
TX00826,2025-01-06,CUST0022,186.17,Education,Wallet,Ordered custom cake for birthday.,0
TX00827,2025-03-03,CUST0163,141.65,Education,Card,Office supplies ordered online.,1
TX00828,2025-03-30,CUST0070,47.89,Electronics,Bank Transfer,Payment for event planning services.,0
TX00829,2025-02-14,CUST0086,44.49,Food,Bank Transfer,Paid a brokerage fee for stock trade.,0
TX00830,2025-02-14,CUST0038,151.69,Electronics,Wallet,Paid for New York Times digital access.,0
TX00831,2025-02-21,CUST0103,247.76,Food,Wallet,New smart watch bought from a tech store.,1
TX00832,2025-01-02,CUST0007,306.59,Food,Bank Transfer,Landscaping maintenance invoice.,1
TX00833,2025-01-05,CUST0266,37.29,Clothing,Bank Transfer,Waste management service bill paid.,0
TX00834,2025-01-29,CUST0249,41.07,Electronics,Card,Ordered custom prints online.,0
TX00835,2025-02-21,CUST0016,99.15,Education,Wallet,Received a tax credit.,0
TX00836,2025-01-31,CUST0250,25.81,Education,Wallet,Team communication app subscription.,0
TX00837,2025-02-12,CUST0300,58.87,Travel,Wallet,Purchased movie tickets for evening show.,0
TX00838,2025-01-25,CUST0045,72.93,Travel,Card,Purchased a language course.,0
TX00839,2025-01-08,CUST0105,136.01,Entertainment,Bank Transfer,Purchased a personal styling session.,0
TX00840,2025-01-21,CUST0013,61.02,Utilities,Card,Productivity app monthly fee.,0
TX00841,2025-03-28,CUST0251,16.8,Clothing,Card,Car serviced at the local garage.,0
TX00842,2025-02-10,CUST0071,82.62,Travel,Wallet,Made an equity investment.,0
TX00843,2025-03-31,CUST0246,173.48,Education,Wallet,Received money from a friend.,0
TX00844,2025-02-15,CUST0063,166.08,Electronics,Wallet,Payment for virtual assistance.,0
TX00845,2025-01-23,CUST0062,72.32,Entertainment,Wallet,Transferred money to savings account.,0
TX00846,2025-01-28,CUST0025,128.69,Education,Wallet,Received payment for freelance writing project.,0
TX00847,2025-03-01,CUST0106,175.45,Education,Card,Paid for passport photo service.,1
TX00848,2025-02-16,CUST0160,33.18,Entertainment,Card,Paid for a haircut and styling.,0
TX00849,2025-03-30,CUST0209,50.98,Education,Wallet,Deposited a dividend check from stock investment.,0
TX00850,2025-03-08,CUST0106,1.18,Electronics,Debit,Purchased new winter coat from online retailer.,1
TX00851,2025-03-17,CUST0009,43.99,Clothing,Debit,Sold a software license.,0
TX00852,2025-01-20,CUST0169,95.16,Entertainment,Debit,Travel expenses for client meeting.,0
TX00853,2025-02-05,CUST0105,83.24,Food,Bank Transfer,Purchased a personal styling session.,1
TX00854,2025-01-14,CUST0268,58.72,Education,Debit,Bought branded stationery.,0
TX00855,2025-03-07,CUST0204,43.54,Utilities,Debit,Paid for premium Spotify subscription.,0
TX00856,2025-01-06,CUST0128,48.62,Education,Card,Purchased a digital picture frame.,0
TX00857,2025-01-15,CUST0162,242.42,Electronics,Wallet,Ordered take-out pizza for dinner.,0
TX00858,2025-03-14,CUST0212,102.17,Clothing,Debit,Purchased new server hardware.,0
TX00859,2025-03-09,CUST0275,120.21,Education,Bank Transfer,Software license renewal fee.,0
TX00860,2025-02-20,CUST0175,94.18,Travel,Bank Transfer,Payment for an installation service.,0
TX00861,2025-02-24,CUST0171,1.01,Entertainment,Card,Business intelligence software subscription.,0
TX00862,2025-01-10,CUST0132,361.11,Education,Card,Paid a safe deposit box fee.,1
TX00863,2025-01-18,CUST0003,72.99,Clothing,Card,Paid for public utilities.,0
TX00864,2025-02-25,CUST0106,11.0,Clothing,Card,Purchased raw materials for production.,0
TX00865,2025-03-26,CUST0216,303.66,Food,Card,Acquired a new router.,1
TX00866,2025-01-29,CUST0047,83.04,Utilities,Debit,Paid for employee training program.,0
TX00867,2025-02-15,CUST0199,28.76,Travel,Card,Sold baked goods at a farmers market.,0
TX00868,2025-01-21,CUST0157,101.26,Electronics,Debit,IT support contract payment.,0
TX00869,2025-01-26,CUST0083,214.26,Entertainment,Debit,Payroll processing fee.,1
TX00870,2025-03-29,CUST0084,138.29,Education,Debit,Ordered kitchen appliances for home renovation.,1
TX00871,2025-01-02,CUST0218,93.83,Clothing,Wallet,Paid a notary fee for legal document.,1
TX00872,2025-01-10,CUST0299,108.37,Food,Bank Transfer,Property taxes paid for the year.,0
TX00873,2025-02-05,CUST0095,215.51,Clothing,Card,Ordered groceries for home delivery.,0
TX00874,2025-01-26,CUST0125,29.58,Electronics,Bank Transfer,Purchased a gym day pass.,0
TX00875,2025-01-24,CUST0201,1.25,Education,Card,Purchased a webinar access pass.,0
TX00876,2025-01-20,CUST0047,127.86,Food,Card,Paid for vehicle maintenance and repairs.,0
TX00877,2025-01-11,CUST0079,153.69,Clothing,Card,Purchased licenses for design software.,0
TX00878,2025-01-30,CUST0034,104.22,Food,Wallet,Paid for a fitness app membership.,1
TX00879,2025-03-19,CUST0043,44.9,Travel,Wallet,Paid for New York Times digital access.,0
TX00880,2025-01-29,CUST0096,37.43,Travel,Bank Transfer,Bank transfer to family member.,1
TX00881,2025-03-19,CUST0185,60.91,Utilities,Card,Purchased new winter coat from online retailer.,0
TX00882,2025-02-23,CUST0216,279.54,Food,Card,Purchased a water filter pitcher.,0
TX00883,2025-03-21,CUST0165,116.24,Entertainment,Card,Received revenue from mobile app sales.,0
TX00884,2025-01-06,CUST0300,155.52,Utilities,Wallet,Ordered a new mattress online.,0
TX00885,2025-02-20,CUST0019,21.0,Clothing,Card,Purchased a board game.,0
TX00886,2025-01-12,CUST0105,13.32,Clothing,Debit,Paid for online advertising credits.,0
TX00887,2025-01-30,CUST0269,192.16,Electronics,Debit,Purchased a dance class package.,0
TX00888,2025-03-30,CUST0284,50.2,Travel,Bank Transfer,Payment for a book editing service.,0
TX00889,2025-02-09,CUST0054,166.83,Travel,Debit,Payment for a brand partnership.,0
TX00890,2025-03-29,CUST0229,521.37,Electronics,Bank Transfer,Paid for employee training program.,1
TX00891,2025-01-28,CUST0202,11.85,Education,Bank Transfer,Purchased a drone for recreational use.,0
TX00892,2025-02-19,CUST0062,35.29,Food,Card,Paid for a project management tool.,0
TX00893,2025-03-07,CUST0174,55.99,Entertainment,Card,Purchased office kitchen supplies.,0
TX00894,2025-01-11,CUST0160,23.65,Utilities,Debit,Digital newspaper subscription.,0
TX00895,2025-03-22,CUST0165,6.43,Food,Card,Received a grant for academic research.,0
TX00896,2025-02-01,CUST0020,64.81,Clothing,Card,Received revenue from mobile app sales.,0
TX00897,2025-02-04,CUST0103,53.32,Electronics,Wallet,Setup a recurring bill payment.,0
TX00898,2025-01-26,CUST0282,47.53,Food,Bank Transfer,Paid a certificate of deposit penalty.,0
TX00899,2025-03-07,CUST0085,224.47,Food,Card,Social media management platform.,0
TX00900,2025-03-04,CUST0055,0.95,Food,Card,Paid a brokerage commission.,0
TX00901,2025-03-03,CUST0202,13.05,Clothing,Bank Transfer,Purchased domain name for new website.,0
TX00902,2025-01-28,CUST0192,278.98,Entertainment,Debit,Paid for a credit report.,0
TX00903,2025-04-01,CUST0129,46.86,Utilities,Bank Transfer,Landscaping maintenance invoice.,0
TX00904,2025-02-05,CUST0175,97.33,Entertainment,Card,Roadside assistance membership.,0
TX00905,2025-01-30,CUST0210,4.59,Education,Bank Transfer,Business dinner with potential client.,0
TX00906,2025-03-15,CUST0020,475.76,Clothing,Bank Transfer,Business intelligence software subscription.,1
TX00907,2025-01-05,CUST0271,69.11,Electronics,Bank Transfer,Acquired a power bank.,0
TX00908,2025-01-08,CUST0254,87.7,Entertainment,Card,Paid for a security system installation.,0
TX00909,2025-02-14,CUST0247,70.07,Education,Wallet,Social media management platform.,0
TX00910,2025-02-05,CUST0166,362.82,Electronics,Wallet,Received income from a blog advertisement.,1
TX00911,2025-02-04,CUST0185,19.8,Utilities,Debit,Dinner with friends at the new bistro.,0
TX00912,2025-02-10,CUST0018,49.72,Entertainment,Bank Transfer,Acquired a set of dumbbells.,0
TX00913,2025-02-21,CUST0217,319.32,Clothing,Card,Network maintenance fee.,1
TX00914,2025-01-29,CUST0006,71.55,Electronics,Bank Transfer,Paid for premium Spotify subscription.,0
TX00915,2025-01-10,CUST0168,110.6,Travel,Card,Zoom Pro account renewal.,0
TX00916,2025-02-10,CUST0055,5.55,Entertainment,Wallet,Client paid for interior design.,0
TX00917,2025-03-15,CUST0294,157.43,Utilities,Bank Transfer,Purchased licenses for design software.,0
TX00918,2025-02-23,CUST0051,168.92,Electronics,Debit,Bought a reusable water bottle.,0
